0.092 1.75417461749 [46, 97, 136, 119, 38, 2, 18]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.456 0.258448524394 [228, 41, 38, 28, 48, 27, 0]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]
0.456 0.236634893012 [228, 80, 16, 0, 24, 18, 34]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]
0.456 0.236634893012 [228, 80, 16, 0, 24, 18, 34]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]
0.456 0.236634893012 [228, 80, 16, 0, 24, 18, 34]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]
0.456 0.236634893012 [228, 80, 16, 0, 24, 18, 34]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]
0.456 0.236634893012 [228, 80, 16, 0, 24, 18, 34]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]
0.456 0.236634893012 [228, 80, 16, 0, 24, 18, 34]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]
0.456 0.236634893012 [228, 80, 16, 0, 24, 18, 34]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]
0.456 0.236634893012 [228, 80, 16, 0, 24, 18, 34]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
0.662 -0.105322015605 [331, 2, 2, 68, 15, 24, 59]
0.01 1.38114990174 [5, 39, 38, 3, 36, 20, 33]
0.868 -0.350916032603 [434, 16, 75, 40, 33, 14, 1]
0.048 1.04572490751 [24, 11, 39, 3, 32, 14, 17]
0.862 -0.27578111195 [431, 58, 46, 55, 13, 61, 19]
0.42 0.320658684133 [210, 7, 1, 35, 15, 10, 35]
0.224 0.683462020518 [112, 25, 26, 2, 24, 11, 44]
0.456 0.236634893012 [228, 80, 16, 0, 24, 18, 34]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]
0.24 0.66055300009 [120, 45, 40, 25, 0, 21, 31]
